id,oldId,title,prompt,text,isHidden,isPg,isFeatured,temperature,topP,createdAt,updatedAt
11070,,The Great Adventure,this time taking careful aim,"As [adjective] as ever, our hero set out on their journey, this time taking careful aim at the dangerous creatures that lurked in the [noun]. With their trusty [noun] in hand, they bravely ventured into the unknown, ready to face any [adjective] challenges that came their way. As they traveled through the [adjective_noun], they encountered [number] [plural_noun] who offered to join them on their quest.",false,true,false,0.70,1.00,2025-04-13 20:13:07.856165+00,2025-04-13 20:13:07.856165+00
11071,,Classic Cars,They were old models,"They were [adjective] models, but they still had a lot of [noun] in them. The [noun] was a little rusty, but the [adjective] [noun] still ran like a dream. Even though they were old, the [noun] had a lot of character and [verb] like a charm.",false,true,false,0.70,1.00,2025-04-13 20:14:47.718976+00,2025-04-13 20:14:47.718976+00
11072,,Goblin Adventure,the goblin hopped into the chute,"The [adjective] goblin hopped into the [noun], excited to explore the [adjective] [place]. As he ventured deeper, he stumbled upon a [noun] and let out a [adjective] shriek. Suddenly, a [adjective] [creature] appeared and offered to guide him through the [adjective] tunnels.",false,true,false,0.70,1.00,2025-04-13 20:16:28.195201+00,2025-04-13 20:16:28.195201+00
11073,,The Oblique Adventure,oblong,"Once upon a time, in a [adjective] land far, far away, there was an oblong [noun] who longed for adventure. One day, [name] the oblong set out on a journey to [verb] the elusive [adjective] [noun]. Along the way, [name] encountered a [adjective] [noun] who offered to help [name] on [their] quest. Together, they faced many [adjective] challenges and ultimately [past_tense_verb] the [noun].",false,true,false,0.70,1.00,2025-04-13 20:17:58.088347+00,2025-04-13 20:17:58.088347+00
11074,,Still Warm,Still warm,"I woke up to the smell of [adjective] bacon wafting through the air. As I stumbled out of bed, I could feel the [adjective] carpet beneath my feet. I made my way to the kitchen where I saw my [relationship] standing over the stove, wearing a [color] apron and humming a [adjective] tune. It was the perfect start to a lazy Saturday morning.",false,true,false,0.70,1.00,2025-04-13 20:21:41.953908+00,2025-04-13 20:21:41.953908+00
11075,,Hair Madness,hair,"I woke up this morning and my [adjective] hair was a [color] mess. I tried to [verb] it, but it just wouldn't cooperate. I decided to put on a [noun] to cover up the disaster on my head. As I walked down the street, I could feel people staring at my [adjective] hair. It was definitely a day to remember!",false,true,false,0.70,1.00,2025-04-13 20:24:29.847001+00,2025-04-13 20:24:29.847001+00
11076,,How to Build a Power-Cell Factory,how to build a power-cell factory,"First, gather all the necessary [plural_noun] such as copper, zinc, and nickel. Then, set up the [adjective] assembly line to produce the power-cells. Next, carefully calibrate the [noun] to ensure the power-cells are of the highest quality. Finally, implement a strict [adjective] control process to ensure the power-cells meet industry standards.",false,true,false,0.70,1.00,2025-04-13 20:27:03.6763+00,2025-04-13 20:27:03.6763+00
11077,,The Amazing Adventure,It’s amazing,"It’s amazing how [adjective] the world can be. I recently went on a [adjective] trip to [place] and had the most [adjective] time. The scenery was [adjective], the people were [adjective], and the food was [adjective]. I can't wait to go back and experience it all over again.",false,true,false,0.70,1.00,2025-04-13 20:28:19.808618+00,2025-04-13 20:28:19.808618+00
11078,,The Crazy Invention,idea,"One day, [adjective] [noun] had a brilliant [noun] for a new [noun]. They wanted to create a [adjective] [noun] that could [verb] [adverb]. So, they gathered [number] [plural_noun] and started to [verb] like crazy in their [noun]. After [number] hours of hard work, they finally created the most [adjective] [noun] the world had ever seen!",false,true,false,0.70,1.00,2025-04-13 20:29:35.108759+00,2025-04-13 20:29:35.108759+00
11079,,A Day at the Zoo,not unless it’s absolutely necessary,"I went to the zoo with my [adjective] friend. We saw a [animal] who was [verb ending in -ing] in the water. My friend said, 'I hope it doesn't come out of the water unless it’s absolutely necessary.' We also saw a [color] [noun] who was [adverb] [verb ending in -ing]. It was a [adjective] day at the zoo.",false,true,false,0.70,1.00,2025-04-13 20:32:28.883276+00,2025-04-13 20:32:28.883276+00
11080,,Funny Day at the Amusement Park,Oh my I’m,"Oh my I’m [adjective] to go to the amusement park today! I can't wait to ride the [noun] and eat some [adjective] [plural noun]. I hope the lines aren't too [adjective], or else I'll get [emotion] waiting. But either way, it's going to be a [adjective] day filled with [adjective] memories.",false,true,false,0.70,1.00,2025-04-13 20:45:55.741721+00,2025-04-13 20:45:55.741721+00
11081,,Stressful Day,Oh my I’m so stressed,"Oh my, I’m so [adjective]! I just can't seem to catch a break. Today has been filled with [plural_noun] and [adjective] tasks. I feel like I'm [adverb] running around trying to get everything done. Can someone please pass me a [noun] so I can take a moment to relax?",false,true,false,0.70,1.00,2025-04-13 20:46:12.046736+00,2025-04-13 20:46:12.046736+00
11082,,Kitchen Gadget Madness,i got this new kitchen gadget.   What am i supposed to do with it?,"I got this new [kitchen_tool] and I have no idea how to use it. I tried to [verb] it, but it didn't work. Maybe I should ask [person] for help. They always know what to do with [kitchen_tool].",false,true,false,0.70,1.00,2025-04-13 20:57:21.073768+00,2025-04-13 20:57:21.073768+00
11083,,The Crazy Road Trip,driving,"Yesterday, I went on a [adjective] road trip with my [noun]. We drove through the [adjective] mountains and saw a [adjective] sunset. Suddenly, a [adjective] [noun] appeared out of nowhere and [verb] right in front of us! It was the craziest thing I've ever experienced.",false,true,false,0.70,1.00,2025-04-13 20:57:48.499442+00,2025-04-13 20:57:48.499442+00
11084,,The Quest for Treasure,A lost treasure map,"Once upon a time, a[n_adjective] pirate named Captain [pirate_name] discovered a[n_adjective] treasure map in a[n_adjective] bottle. The map led to a[n_adjective] island filled with [plural_noun]. Excited by the prospect of finding the treasure, Captain [pirate_name] and his crew set sail on their [adjective] ship, the [ship_name]. After days of [verb_ending_in_ing] through treacherous waters, they finally arrived at the island. As they [verb] onto the shore, they were greeted by a[n_adjective] sight: a[n_adjective] cave filled with glittering gold and precious jewels!",false,true,false,0.70,1.00,2025-04-13 21:01:29.819748+00,2025-04-13 21:01:29.819748+00
11085,,Hockey Mad Lib,hockey,"I am a [adjective] hockey player who loves to [verb] on the ice. My favorite part of the game is when I [adverb] [verb] the puck past the goalie. It's such a [adjective] feeling to score a goal! After the game, my teammates and I [verb] to celebrate our victory.",false,true,false,0.70,1.00,2025-04-13 21:01:44.515414+00,2025-04-13 21:01:44.515414+00
11086,,A Day at the Beach,A man at the beach,"One [adjective] day, a [noun] decided to take a trip to the beach. He packed his [noun] and headed to the shore. As he walked along the [adjective] sand, he spotted a [noun] playing in the waves. The man couldn't help but feel [emotion] as he watched the [noun] enjoying the water.",false,true,false,0.70,1.00,2025-04-13 21:02:14.417662+00,2025-04-13 21:02:14.417662+00
11087,,The Crazy Plane Adventure,plane,"Today, I went on a[n] _adjective_ plane ride. The [noun] next to me was wearing a[n] _color_ hat. I thought it looked very _adjective_! As we were flying, the pilot announced that we were going to hit some [noun] turbulence. I started to feel very [emotion] but the flight attendants reassured us that everything was under control.",false,true,false,1.00,1.00,2025-04-13 21:03:54.225258+00,2025-04-13 21:03:54.225258+00
11088,,Mystery at the Manor,"Mystery at the Manor ","The [adjective] [noun] was found in the [room] of the manor, clutching a [noun] in their hand. The [adjective] [noun] was known for their love of [plural noun] and their obsession with [verb ending in -ing]. As the detective examined the [noun], they realized that the [adjective] [noun] had been [past tense verb] with a [adjective] [noun]. It was a true mystery at the manor.",false,true,false,0.70,1.00,2025-04-13 21:04:35.602317+00,2025-04-13 21:04:35.602317+00
11089,,Beating Minecraft,beating minecraft,"Yesterday, I was [verb_past_tense] through Minecraft, when suddenly I stumbled upon a [adjective] [noun] that was filled with [plural_noun]. As I [adverb] approached the [noun], I heard a loud [sound] coming from inside. I cautiously entered the [noun] and found myself face to face with a [adjective] [noun]. I quickly [verb_past_tense] my [noun] and defeated the [noun] to claim my [adjective] victory!",false,true,false,0.70,1.00,2025-04-13 21:10:08.842287+00,2025-04-13 21:10:08.842287+00
11090,,Paris Adventure,a person in Paris,"During my trip to [place_in_Paris], I visited the famous [landmark], where I [past_tense_verb] for hours. The atmosphere was [adjective] and I felt [emotion] as I took in the breathtaking view. After that, I stopped at a charming [noun] and enjoyed a delicious meal of [food]. It was definitely a day to remember!",false,true,false,0.70,1.00,2025-04-13 21:14:14.04224+00,2025-04-13 21:14:14.04224+00
11091,,The Hiking Trip,funniest madlibs,"Yesterday, I went on a [adjective] hike with my [adjective] [noun]. We decided to bring along a [adjective] [noun] to use for [verb_ending_in_ing] the beautiful views. As we reached the top of the mountain, we were [adverb] greeted by a [adjective] [noun] who was [verb_ending_in_ing] in the sun. It was the most [adjective] sight I've ever seen!",false,true,false,0.70,1.00,2025-04-13 21:20:28.14517+00,2025-04-13 21:20:28.14517+00
11092,,The Brave Adventure,adventuretheme baby girl shower,"Once upon a time, in a [adjective] kingdom far, far away, a brave [noun] named [proper_noun] set out on an [adjective] adventure to save the [adjective] princess. Along the way, [proper_noun] encountered a [adjective] dragon who demanded [number] bags of [noun] in exchange for the princess's freedom. With [noun] in hand, [proper_noun] faced the fiery beast and defeated it with a mighty [noun]! The princess was overjoyed and rewarded [proper_noun] with a [adjective] feast to celebrate their victory.",false,true,false,0.70,1.00,2025-04-13 21:26:07.521936+00,2025-04-13 21:26:07.521936+00
11093,,Fame and Fortune,I just saw my name and picture in the newspaper,I just saw my [adjective] name and [noun] in the newspaper. I couldn't believe it when I saw my [adjective] face staring back at me from the front page. The article was about my recent [noun] and how it has [verb] so many people.,false,true,false,0.70,1.00,2025-04-13 21:37:50.200483+00,2025-04-13 21:37:50.200483+00
11094,,Wedding Madness,"wedding ","The [adjective] bride walked down the aisle in her beautiful [color] dress, while the [adjective] groom waited nervously at the altar. The [adjective] flowers were arranged perfectly, and the [type_of_person] played the [musical_instrument] beautifully. As the couple exchanged [plural_noun], there wasn't a dry eye in the [place]. The reception was filled with [adjective] decorations and delicious [food_plural]. The newlyweds danced their first dance to a [adjective] song, and everyone celebrated their [adjective] love.",false,true,false,0.70,1.00,2025-04-13 21:43:43.192047+00,2025-04-13 21:43:43.192047+00
